class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,f,y,g,f,p,f,c,n,w,t,,k,s,w,p,p,w,o,e,w,v,p
p,x,s,e,f,f,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d
p,x,s,w,f,s,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,g
e,x,s,w,t,a,f,w,n,g,e,c,s,s,w,w,p,w,o,p,n,y,g
p,x,s,e,f,s,f,c,n,b,t,,k,s,w,p,p,w,o,e,n,y,p
p,k,s,g,f,f,f,c,n,w,e,,k,k,n,w,p,w,o,e,w,v,l
e,x,s,g,f,n,f,c,b,h,t,e,s,s,w,w,p,w,o,e,k,s,d
p,x,y,e,f,y,f,c,n,b,t,,s,k,w,p,p,w,o,e,w,v,d
e,x,y,w,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,e,n,c,d
p,x,y,e,f,y,f,c,n,b,t,c,s,k,w,w,p,w,t,e,h,y,d
p,k,y,n,f,y,f,c,n,b,t,,s,s,p,w,p,w,o,l,w,v,p
p,x,y,y,f,f,f,c,b,p,t,b,k,s,w,p,p,w,o,e,h,y,d
p,f,s,n,f,f,f,c,b,b,e,,k,k,w,w,p,w,o,p,w,v,l
e,x,s,n,f,a,f,c,b,n,t,e,k,s,w,w,p,w,o,p,k,s,g
e,f,s,n,t,n,f,c,b,n,t,b,s,s,p,n,p,w,o,e,n,v,d
p,x,y,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d
e,b,s,w,f,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g
p,k,y,e,f,f,f,c,n,b,t,,f,s,p,b,p,w,o,e,n,v,g
e,x,y,g,t,n,f,c,b,p,t,b,k,k,w,p,p,w,o,p,n,a,d
e,x,y,n,t,n,f,c,n,u,t,b,s,s,w,p,p,w,o,p,n,s,d
e,b,s,y,t,l,f,c,b,n,e,b,s,s,w,w,p,w,t,p,n,s,g
p,x,y,n,f,y,f,c,b,b,t,,s,k,w,p,p,w,o,l,w,v,g
p,f,s,b,t,n,f,c,b,r,t,b,s,s,b,w,p,w,t,p,n,v,g
p,x,f,g,f,s,f,c,n,b,t,b,k,s,w,p,p,w,o,p,w,v,g
p,x,s,n,f,s,f,c,n,e,t,b,s,s,w,p,p,w,o,e,w,v,d
p,k,y,e,f,f,f,c,n,b,t,,s,s,w,w,p,w,o,e,w,v,p
p,x,f,y,f,f,f,c,b,g,e,b,k,k,w,b,p,w,o,p,w,v,g
e,x,s,w,t,a,f,c,b,b,t,c,s,s,w,w,p,w,o,p,k,n,m
p,x,f,g,f,f,f,c,b,k,e,b,s,s,p,b,p,w,o,e,h,y,g
e,x,f,g,f,n,f,c,n,p,e,e,k,s,w,w,p,w,o,p,n,y,u
p,x,y,g,f,f,f,c,b,b,e,b,k,k,w,n,p,w,o,p,h,y,p
p,f,y,g,f,f,f,c,n,h,e,b,k,s,w,p,p,w,o,l,h,y,d
e,f,f,n,f,f,f,w,b,p,t,b,s,s,w,w,p,w,o,e,k,v,g
e,f,s,e,t,n,f,c,b,w,t,,s,k,e,e,p,w,t,e,w,c,w
p,x,s,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g
e,f,f,g,f,n,f,w,b,p,t,b,s,s,w,w,p,w,o,e,n,a,d
e,b,s,n,f,y,f,c,b,y,e,b,s,s,o,o,p,n,o,p,b,c,l
p,k,s,n,f,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l
p,x,y,g,f,f,f,w,b,g,t,b,k,k,p,b,p,w,o,l,n,y,p
p,b,y,w,t,f,f,c,b,w,t,b,f,f,w,b,p,w,o,p,h,s,m
p,x,s,e,f,f,f,c,b,p,e,b,k,s,w,b,p,w,o,l,h,y,p
p,f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d
e,f,f,n,t,n,f,c,b,u,e,b,s,s,g,g,p,w,o,p,n,v,d
p,f,f,g,t,s,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,n,d
e,f,f,e,t,n,f,c,b,w,t,,s,s,w,g,p,w,o,p,k,y,m
p,x,y,e,f,y,f,c,b,u,t,,s,k,w,w,p,w,o,e,w,v,l
e,f,f,n,t,n,f,c,b,w,t,b,k,s,p,b,p,w,o,p,n,s,d
p,f,y,e,f,f,f,c,n,b,t,b,s,k,p,p,p,w,o,p,w,v,d
p,x,f,n,f,f,f,c,b,h,e,b,k,k,w,n,p,w,o,l,h,n,g
p,x,s,g,f,n,f,w,b,g,e,c,k,k,w,w,p,w,o,p,n,v,d
e,f,y,e,t,n,f,c,n,w,e,b,s,s,w,g,p,w,o,p,n,y,d
p,x,s,g,f,c,f,c,n,p,e,b,k,s,w,w,p,w,o,l,n,s,d
p,x,s,e,t,s,f,c,n,b,t,b,s,s,p,p,p,w,o,e,w,v,p
e,k,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,v,d
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g
e,k,s,g,f,f,f,c,b,p,e,,s,s,w,w,p,w,o,e,w,v,g
e,x,y,n,t,n,f,c,b,k,e,,s,s,e,e,p,w,t,e,w,c,w
e,x,f,e,t,n,f,c,b,p,t,e,s,s,w,g,p,w,o,e,k,v,d
p,x,s,e,f,y,f,c,n,b,t,,s,s,p,w,p,w,o,e,w,v,p
e,x,s,g,t,n,f,c,b,u,e,b,s,s,p,p,p,w,o,p,k,a,d
e,f,f,n,t,n,f,c,n,w,t,e,s,s,p,w,p,w,o,p,k,v,d
e,x,s,n,f,n,a,c,b,y,e,,s,s,o,g,p,w,o,p,n,c,d
p,f,s,e,f,f,f,c,n,b,e,,k,s,p,w,p,w,o,e,w,v,p
e,x,f,e,t,n,f,c,b,e,e,,s,s,w,e,p,w,t,e,w,c,w
e,f,y,e,t,n,f,c,b,b,t,,s,s,p,g,p,w,o,p,n,y,d
p,k,f,e,f,s,f,c,n,b,e,,k,s,p,p,p,w,o,e,w,v,d
e,x,y,w,f,n,f,w,b,g,e,,s,s,w,w,p,w,t,p,w,n,g
p,b,s,e,f,n,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,d
e,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,e,w,v,d
p,x,y,n,f,y,f,c,b,b,t,,k,s,w,w,p,w,o,e,w,y,l
e,k,s,w,f,n,f,w,b,g,t,,k,s,w,w,p,w,o,e,w,y,g
p,x,y,g,f,f,f,c,b,g,e,b,s,s,n,p,p,w,o,e,h,y,p
e,k,s,n,f,n,a,c,b,o,e,,s,k,o,o,p,o,o,p,o,c,l
e,f,f,y,f,n,f,w,b,h,e,e,s,s,w,w,p,w,o,p,n,s,g
e,x,y,n,t,n,f,c,b,p,e,b,s,s,p,g,p,w,o,p,n,y,g
p,k,s,e,f,f,f,c,n,b,e,,s,k,p,p,p,w,o,e,w,v,l
e,x,f,w,f,n,f,w,b,n,t,e,s,f,w,o,p,w,o,p,n,s,d
p,k,y,e,f,n,f,c,b,b,t,b,s,s,w,p,p,w,o,e,w,y,d
p,k,y,n,t,y,f,c,n,b,t,,s,f,p,w,p,w,o,e,w,v,g
e,x,s,e,t,f,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d
p,x,y,n,t,p,f,c,n,p,e,e,f,f,w,w,p,w,o,p,n,y,u
e,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,f,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d
p,x,y,e,f,f,f,c,b,b,t,b,k,k,p,p,p,w,o,e,w,v,l
p,k,s,e,f,s,f,c,n,b,t,,s,s,w,w,p,w,o,e,r,v,l
e,x,y,w,t,n,f,c,b,u,t,b,s,k,w,w,p,w,o,p,n,y,d
p,b,y,e,f,s,f,c,n,u,e,,k,k,w,p,p,w,o,e,w,v,p
p,k,y,n,f,f,f,c,n,g,e,,k,s,w,w,p,w,o,e,w,v,d
p,x,f,g,f,l,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p
p,f,s,g,t,n,f,c,b,p,e,b,s,s,w,w,p,w,o,p,h,s,p
e,f,y,e,t,n,f,c,b,n,t,b,f,s,w,w,p,w,t,p,k,v,d
e,f,f,n,f,f,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
p,b,s,n,f,n,f,c,n,b,t,b,k,s,w,w,p,w,o,n,w,v,p
e,x,s,n,f,n,f,c,b,g,t,e,f,f,w,w,p,w,o,e,k,v,g
e,f,f,n,t,n,f,c,b,o,t,b,s,s,p,w,p,w,o,p,n,v,d
e,f,f,n,t,n,f,c,b,b,t,b,s,s,w,w,p,w,o,p,k,v,d
e,x,f,g,f,l,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d
e,x,f,n,f,n,f,w,b,h,e,e,f,s,w,w,p,w,o,e,w,y,d
e,f,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,w,y,d
e,f,y,e,t,n,f,c,b,h,t,b,s,s,w,w,p,w,o,p,k,y,d
p,k,s,c,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d
p,f,f,y,f,f,f,c,b,n,e,b,k,k,n,p,p,w,o,l,n,v,g
p,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p
e,x,s,p,t,n,f,c,b,e,e,,s,s,w,w,p,w,t,e,w,c,w
e,k,f,g,f,n,f,c,b,w,e,,s,s,w,w,p,w,t,p,w,y,g
e,f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d
e,x,y,n,f,l,f,c,b,b,e,e,s,s,w,g,p,w,o,p,k,v,d
e,f,y,n,f,l,f,c,b,w,e,r,s,s,w,w,p,w,o,p,n,s,g
p,k,s,n,f,s,f,c,n,b,t,e,s,k,p,w,p,w,o,p,w,v,p
p,f,y,y,f,f,f,c,b,h,t,b,k,k,p,n,p,w,o,l,h,n,d
e,f,y,p,t,n,f,c,n,w,e,,s,k,n,w,p,w,t,p,w,c,w
p,x,y,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g
e,f,y,n,t,n,f,w,b,p,t,b,s,s,p,g,p,w,o,e,n,v,l
e,f,f,g,t,n,f,c,b,p,e,,s,s,w,e,p,w,t,e,w,c,w
e,x,s,e,t,n,f,c,n,u,t,b,s,s,g,g,p,w,o,p,k,v,d
e,x,y,w,f,n,f,w,b,g,t,e,f,f,w,w,p,w,o,e,k,s,g
p,x,y,g,f,n,f,w,b,h,e,b,k,k,p,n,p,w,t,l,h,v,p
p,x,y,g,t,n,f,c,b,h,e,,k,s,p,n,p,w,o,l,h,y,d
p,k,y,e,f,n,f,c,n,b,t,,s,s,b,w,p,w,o,e,w,v,d
p,x,s,n,f,n,f,c,b,b,t,,s,k,w,w,p,w,o,e,w,v,l
e,x,y,e,f,f,f,w,b,k,t,e,f,f,w,b,p,w,o,e,h,a,g
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d
e,x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g
e,f,f,e,t,s,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,y,w,f,n,f,w,b,p,e,,s,k,w,w,p,w,t,p,w,s,g
p,f,f,y,f,f,f,c,b,h,e,b,s,k,b,g,p,w,o,l,h,v,g
e,f,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,p,k,s,g
e,f,f,n,f,n,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,n,u
e,x,y,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,s,y,t,n,f,c,b,w,t,b,k,s,p,p,p,w,o,p,n,v,d
p,x,f,n,f,y,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,v,p
p,x,f,g,t,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g
e,f,f,y,t,l,f,w,n,p,t,,k,s,b,w,p,w,o,p,u,s,d
e,b,s,g,f,n,f,w,b,g,e,r,s,s,w,w,p,w,t,e,w,s,u
p,f,y,y,f,y,f,c,n,b,e,,s,s,w,w,p,w,o,e,w,v,p
e,x,s,n,f,n,f,c,b,p,t,b,s,f,w,n,p,w,o,e,k,v,g
p,f,f,w,t,f,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u
e,x,f,n,f,n,f,c,b,u,e,b,s,s,w,w,p,w,t,p,n,y,d
p,f,s,n,t,p,f,c,n,k,e,b,s,f,w,w,p,w,o,l,n,v,u
p,f,f,b,t,n,f,c,b,b,e,b,s,s,w,w,p,w,t,p,k,v,m
p,f,s,e,t,n,f,c,n,b,t,,s,s,p,p,p,w,o,e,w,v,p
p,f,s,b,f,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u
e,f,s,n,f,n,f,w,b,h,t,e,f,s,w,p,p,w,o,e,n,a,g
e,x,y,p,t,l,f,c,b,h,e,r,s,y,p,w,p,w,o,p,n,v,g
e,x,y,e,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,e,k,y,p
p,f,s,n,f,y,f,c,n,b,t,,s,k,p,p,p,w,o,e,w,v,d
e,x,f,g,f,n,f,c,b,g,e,b,s,f,w,w,p,w,o,e,n,a,g
p,k,s,n,f,s,f,c,n,b,t,,s,s,p,w,p,w,o,e,w,c,p
p,f,y,n,t,s,f,c,n,b,t,,k,k,p,p,p,w,o,e,w,v,l
e,f,f,c,f,s,f,w,n,w,e,b,s,f,w,n,p,w,o,e,r,v,l
e,x,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d
e,x,y,e,t,c,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d
p,x,y,p,f,c,f,w,n,b,e,b,s,s,w,w,p,w,o,p,k,y,d
p,x,s,b,t,f,f,c,b,w,t,b,s,f,w,g,p,w,o,p,h,s,g
p,k,y,e,f,f,f,c,b,b,t,b,s,k,w,p,p,w,o,e,w,v,d
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d
p,f,y,g,f,f,f,c,b,h,e,,k,k,p,w,p,w,o,l,h,v,p
e,f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d
p,x,f,y,t,f,f,c,b,h,e,b,k,y,p,b,p,w,o,p,h,v,l
e,f,y,g,t,n,f,c,b,p,e,b,s,s,p,w,p,w,o,p,k,v,d
p,x,y,e,f,f,f,c,n,b,e,,s,s,n,w,p,w,o,e,w,v,g
e,x,s,g,t,n,f,w,b,n,e,e,s,s,w,w,p,w,o,e,n,s,g
e,f,y,g,t,s,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d
e,f,s,w,t,l,f,c,b,k,e,b,s,s,w,w,p,w,o,p,k,y,g
e,x,s,n,f,n,f,w,b,n,t,,s,s,w,w,p,w,o,e,k,v,g
e,x,y,g,f,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,f,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g
e,k,f,y,f,n,f,c,b,k,t,e,f,f,w,w,p,w,o,e,k,s,d
e,x,s,w,f,n,f,w,b,h,t,e,f,s,w,p,p,w,o,e,n,v,g
e,k,y,n,t,f,f,c,b,w,e,,k,s,w,e,p,w,o,e,w,c,w
e,x,y,n,t,l,f,c,b,n,e,r,s,s,w,w,p,w,o,p,k,v,g
e,f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,h,v,d
p,f,y,n,f,f,f,c,b,b,t,,k,f,w,p,p,w,o,p,y,v,p
p,f,y,n,f,n,f,c,n,b,t,,k,s,w,p,p,w,o,e,w,y,l
p,x,f,y,t,f,f,c,b,b,e,b,k,k,b,p,p,w,o,l,h,v,p
p,f,f,n,f,y,f,c,n,b,t,b,k,k,p,p,p,w,o,e,w,v,d
p,f,s,n,t,p,f,c,b,b,e,b,s,k,w,w,p,w,o,p,n,s,d
e,x,y,n,t,n,f,c,b,p,t,b,k,s,w,w,p,w,o,p,n,v,d
p,f,f,n,f,f,f,w,n,b,e,,s,s,p,w,p,w,o,e,w,v,u
e,f,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
e,x,y,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d
e,x,f,w,f,l,f,w,b,n,t,e,s,s,w,w,p,w,o,e,k,a,g
e,x,f,n,t,n,f,c,b,p,t,b,s,k,w,p,p,w,o,p,k,v,p
e,x,y,n,f,n,f,c,b,g,e,c,s,s,w,p,p,w,o,p,h,s,m
e,f,f,n,t,y,f,c,b,w,t,e,s,s,g,w,p,w,o,p,k,y,d
e,f,y,r,f,n,f,c,n,h,e,,s,f,w,w,p,w,o,f,h,y,d
p,b,y,p,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m
e,x,f,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,h,y,d
e,x,s,e,f,n,f,c,b,u,e,b,s,k,p,g,p,w,o,p,n,y,d
e,k,f,e,t,n,f,c,b,n,t,b,k,s,g,p,p,w,o,p,n,v,g
p,x,f,n,f,y,f,c,n,n,t,,k,s,p,w,p,w,o,p,w,v,l
p,f,s,n,f,f,f,c,n,k,t,,s,k,w,p,p,w,o,e,w,v,p
p,f,f,y,t,f,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,s,p
e,x,y,n,t,y,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d
p,f,y,n,f,a,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,s,u
p,k,y,n,f,f,f,c,n,b,t,,s,k,w,w,p,w,o,e,w,v,l
e,f,s,g,f,n,f,w,b,b,e,e,f,f,w,w,p,w,o,e,k,a,d
e,x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d
p,f,y,n,t,p,f,c,n,n,e,b,s,s,p,w,p,w,o,p,n,a,u
e,x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,v,d
e,k,f,e,f,n,f,w,b,p,e,b,k,s,w,w,p,w,o,p,r,s,g
e,b,y,w,f,n,f,w,b,g,e,,s,s,w,w,p,w,t,p,h,n,g
p,x,s,e,f,f,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,y,p
e,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,l
p,x,y,y,f,f,f,c,b,g,t,b,k,k,b,b,p,w,o,l,h,y,d
p,k,s,e,f,f,f,c,n,b,e,,s,k,c,w,p,w,o,e,w,v,l
p,x,s,e,t,f,f,c,b,b,t,,s,k,w,p,p,w,o,e,w,v,l
e,f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d
p,f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p
e,x,y,y,t,a,f,c,b,p,e,r,f,y,w,w,p,w,o,p,n,y,d
e,k,f,w,t,n,f,w,b,p,e,,s,k,w,w,p,w,t,p,w,a,g
p,f,y,n,f,f,f,c,b,h,e,b,k,s,n,n,p,w,o,l,h,y,p
p,x,f,p,f,c,f,c,n,p,e,,s,s,n,w,p,w,o,p,k,s,p
p,f,s,y,f,f,f,c,n,h,e,e,k,k,n,b,p,w,o,p,k,y,d
p,b,y,b,t,f,f,c,b,k,e,b,s,s,w,w,p,w,t,p,r,v,g
p,x,y,b,f,f,f,c,b,p,t,,s,s,w,w,p,w,o,p,h,v,p
e,x,f,e,t,n,f,c,b,r,t,b,s,k,n,p,p,w,o,p,w,y,d
e,x,y,y,t,l,f,w,b,n,e,e,s,s,w,w,p,w,o,p,n,s,p
p,x,f,y,f,f,f,c,b,b,e,b,k,k,p,n,p,w,o,l,h,y,d
p,x,s,n,f,y,f,c,b,b,t,,s,s,w,p,p,w,o,e,n,s,d
e,x,s,y,f,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,s,g
p,k,s,n,f,n,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d
p,x,f,y,f,f,f,c,b,h,e,b,k,k,w,p,p,w,o,l,h,y,d
e,b,y,w,t,a,f,c,b,b,e,b,s,s,w,w,p,w,o,p,k,s,g
e,f,s,n,f,n,f,c,b,n,t,e,s,s,w,w,p,w,o,e,w,s,g
p,x,f,y,f,s,f,c,b,p,t,b,k,k,p,p,p,w,o,p,h,v,d
p,f,y,n,f,f,f,c,b,b,t,c,s,s,w,w,p,w,o,e,w,v,d
p,x,f,e,f,a,f,c,n,b,t,,k,s,p,b,p,w,o,e,w,v,d
p,f,f,g,f,f,f,w,b,n,e,b,s,k,p,p,p,w,o,p,h,y,d
p,f,y,y,f,f,f,c,n,k,e,b,k,k,b,w,p,w,o,l,h,y,d
p,x,f,w,f,f,f,c,b,h,e,e,k,s,b,n,p,w,o,l,n,y,d
e,f,f,y,t,n,f,c,b,n,t,,s,s,w,p,p,w,o,p,k,y,p
e,x,s,y,t,a,f,c,b,h,e,c,s,k,w,w,p,w,o,p,n,n,g
p,x,y,n,f,f,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,v,p
p,f,y,n,f,s,f,c,n,b,t,,k,k,w,w,p,w,o,e,w,v,p
p,x,s,b,f,f,f,c,b,h,t,b,k,s,w,w,p,w,o,l,h,v,g
e,f,y,n,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l
p,f,y,n,f,y,f,c,b,k,e,e,s,s,w,w,p,w,o,p,n,v,g
e,f,y,n,t,n,f,w,b,b,t,,s,s,p,g,p,w,o,e,n,s,d
p,x,y,e,f,n,f,c,b,p,t,b,s,k,n,b,p,w,o,l,h,y,p
e,f,s,y,f,f,f,w,b,p,e,,k,k,w,w,p,w,t,p,w,y,g
e,x,s,n,f,n,a,c,b,o,e,e,s,s,o,o,p,n,o,p,w,c,l
e,f,s,n,f,n,f,c,b,g,t,,s,s,w,w,p,w,t,p,w,n,g
e,f,y,n,t,n,f,c,b,k,t,b,k,s,g,w,p,w,o,p,n,v,d
e,f,y,e,t,l,f,c,n,g,e,,s,s,w,w,p,w,o,p,n,s,p
e,f,s,n,t,y,f,w,b,w,t,e,f,s,w,w,p,w,o,e,k,y,g
e,x,s,w,t,a,f,c,b,g,e,b,s,s,w,e,p,w,o,p,k,y,m
p,f,y,g,f,f,f,c,b,u,e,b,k,k,p,b,p,w,o,l,h,y,d
p,x,y,g,f,f,f,c,b,h,e,e,k,k,p,b,p,w,o,l,h,y,d
p,f,f,e,f,f,f,c,n,p,e,b,s,k,p,n,p,w,o,l,w,v,d
p,x,f,n,t,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d
p,f,f,e,t,n,f,c,n,b,t,,k,k,n,p,p,w,o,e,n,v,d
e,f,s,w,f,n,f,w,b,p,e,e,s,f,w,w,p,w,o,e,n,a,g
e,f,y,e,t,n,f,c,b,u,t,,s,s,w,w,p,w,o,p,n,y,d
e,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d
p,f,y,g,f,n,f,c,b,g,e,,k,k,b,p,p,w,o,l,h,y,p
e,x,f,n,f,n,f,c,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g
p,f,y,w,t,p,f,c,n,k,e,e,s,s,p,w,p,w,o,p,n,v,u
p,f,y,g,f,n,f,c,b,k,e,b,k,k,p,b,p,w,o,l,h,y,g
p,x,f,w,t,f,f,c,b,b,t,b,k,k,n,n,p,w,o,l,w,y,d
e,x,y,n,f,f,f,c,n,w,e,c,s,s,w,w,p,w,o,p,n,n,m
p,k,s,e,f,n,f,c,n,b,t,,s,k,p,w,p,w,o,e,k,v,d
p,f,f,g,t,f,f,c,b,p,e,b,s,k,p,p,p,w,o,p,h,y,p
p,f,y,n,f,s,f,c,n,b,t,,s,s,w,p,p,w,o,e,w,v,l
e,f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,n,p,k,v,d
p,f,y,n,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,e,h,y,d
e,f,y,w,t,n,f,c,b,p,e,b,s,s,w,g,p,w,o,p,n,y,d
e,f,f,g,t,n,f,c,b,b,t,b,s,s,g,p,p,w,o,p,h,y,d
p,k,y,g,f,s,f,c,n,b,e,e,s,k,p,w,p,w,o,e,w,v,l
p,x,y,e,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,w,n,d
e,f,f,e,f,f,f,c,n,u,t,b,s,k,p,w,p,w,o,p,n,v,d
p,f,y,g,f,f,f,c,b,g,e,b,k,k,n,w,p,w,o,l,h,v,g
p,f,f,g,f,f,f,c,b,g,e,c,k,k,n,w,p,w,o,l,h,y,d
p,x,y,n,f,y,f,c,n,b,t,,s,k,p,w,p,w,o,p,w,v,l
e,f,f,g,t,f,f,c,n,p,e,e,s,k,w,w,p,w,o,p,n,y,u
e,k,s,n,f,n,a,c,b,o,e,,s,s,o,o,p,w,o,e,o,c,l
p,f,y,n,t,p,f,c,b,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,f,y,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,a,g
e,f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,e,n,v,d
p,x,f,y,f,p,f,c,n,g,t,b,k,k,e,p,p,w,o,l,h,v,p
p,f,y,e,f,f,f,c,n,b,t,,s,s,p,w,p,w,o,e,n,v,p
e,f,f,y,f,n,f,w,b,w,t,e,s,s,w,p,p,w,o,p,n,a,g
e,f,f,w,f,n,a,w,b,n,t,b,s,f,w,w,p,w,o,e,n,a,w
p,k,s,e,f,s,f,c,n,b,t,,k,k,w,p,p,w,o,e,w,s,d
e,f,y,n,t,n,f,c,b,w,t,b,s,k,g,p,p,w,o,p,n,y,d
p,x,f,y,f,n,f,c,b,w,e,b,k,k,p,p,p,w,o,l,h,v,g
e,x,s,g,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,v,g
e,f,s,n,f,n,a,c,b,y,e,,s,s,o,o,p,w,o,p,n,v,l
p,k,y,n,t,m,f,c,b,w,t,c,s,y,c,c,p,w,o,e,w,v,d
e,f,s,g,f,n,f,w,b,h,t,e,f,s,p,w,p,w,o,e,h,a,g
e,x,s,g,f,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
p,b,y,g,t,s,f,c,n,b,t,,k,s,b,w,p,w,o,e,w,v,l
e,s,f,y,f,n,f,c,n,p,e,e,s,s,b,w,p,w,o,p,k,y,u
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,v,g
p,f,y,y,f,f,f,c,b,p,e,b,s,k,p,p,p,w,o,l,h,y,g
p,f,s,e,f,s,f,c,n,b,e,,k,k,p,p,p,w,o,e,k,v,p
e,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,l,k,y,d
e,f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
p,x,y,e,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,e,h,v,d
e,f,f,e,t,n,f,c,b,b,t,b,s,s,g,g,p,w,o,p,w,y,d
p,x,s,n,f,y,f,c,n,b,t,,k,s,w,w,p,w,o,e,w,v,d
